-54	-100	-100	-100	-91	-100	-76	-56	-56	-100	-100	-100	-100	-82	-46	-100	-100	
-56	-100	-100	-100	-92	-100	-78	-57	-58	-100	-100	-100	-100	-76	-52	-100	-100	
-61	-100	-100	-100	-92	-100	-78	-58	-56	-100	-100	-100	-100	-75	-43	-100	-100	
-57	-100	-100	-100	-92	-100	-78	-59	-57	-100	-100	-100	-100	-73	-45	-100	-100	
-59	-100	-100	-100	-92	-100	-76	-59	-67	-100	-100	-100	-100	-66	-47	-100	-100	
-61	-100	-100	-100	-100	-100	-77	-58	-66	-100	-100	-100	-100	-69	-50	-100	-100	
-57	-100	-100	-100	-100	-100	-80	-56	-66	-100	-100	-100	-100	-67	-49	-100	-100	
-57	-100	-100	-100	-100	-100	-81	-53	-64	-100	-100	-100	-100	-67	-46	-100	-100	
-57	-100	-100	-100	-100	-100	-80	-59	-67	-100	-100	-100	-100	-78	-45	-100	-100	
-60	-100	-100	-100	-100	-100	-77	-69	-67	-100	-100	-100	-100	-80	-49	-100	-100	
-55	-100	-100	-100	-100	-100	-74	-62	-69	-100	-100	-100	-100	-75	-45	-100	-100	
-55	-100	-100	-100	-100	-100	-73	-57	-59	-100	-100	-100	-100	-70	-45	-100	-100	
-60	-100	-100	-100	-100	-100	-77	-55	-61	-100	-100	-100	-100	-72	-55	-100	-100	
-58	-100	-100	-100	-100	-100	-75	-58	-62	-100	-100	-100	-100	-75	-47	-100	-100	
-56	-100	-100	-100	-100	-100	-74	-55	-64	-100	-100	-100	-100	-71	-51	-100	-100	
-58	-100	-100	-100	-100	-100	-75	-55	-61	-100	-100	-100	-100	-71	-45	-100	-100	
-58	-100	-100	-100	-100	-100	-75	-53	-60	-100	-100	-100	-100	-72	-43	-100	-100	
-54	-100	-100	-100	-100	-100	-73	-64	-53	-100	-100	-100	-100	-76	-48	-100	-100	
-58	-100	-100	-100	-100	-100	-78	-60	-60	-100	-100	-54	-100	-66	-44	-100	-100	
-53	-45	-100	-100	-85	-100	-68	-61	-55	-56	-100	-100	-100	-71	-47	-100	-100	
-64	-45	-100	-100	-93	-100	-70	-58	-48	-63	-100	-100	-100	-80	-52	-100	-100	
-57	-45	-100	-100	-90	-100	-68	-60	-57	-58	-100	-100	-100	-70	-57	-100	-100	
-64	-100	-100	-100	-90	-100	-75	-65	-53	-58	-100	-100	-100	-79	-54	-100	-100	
-64	-100	-100	-100	-90	-100	-62	-68	-53	-64	-100	-100	-100	-93	-59	-100	-100	
-69	-100	-100	-100	-85	-100	-73	-65	-53	-68	-100	-100	-100	-78	-59	-100	-100	
-55	-100	-100	-100	-83	-100	-73	-68	-54	-61	-100	-100	-100	-70	-54	-100	-100	
-63	-100	-100	-100	-82	-100	-85	-67	-60	-61	-100	-100	-100	-71	-53	-100	-100	
-65	-100	-100	-100	-82	-100	-88	-63	-65	-60	-100	-100	-100	-63	-56	-100	-100	
-70	-100	-100	-100	-82	-100	-90	-53	-72	-69	-100	-100	-100	-58	-64	-100	-100	
-73	-100	-100	-100	-82	-100	-90	-53	-72	-69	-100	-100	-100	-58	-64	-100	-100	
-73	-100	-100	-100	-100	-100	-90	-53	-72	-69	-100	-100	-100	-58	-64	-100	-100	
-76	-100	-100	-100	-100	-100	-90	-55	-87	-78	-100	-100	-100	-71	-77	-100	-100	
-75	-100	-100	-100	-100	-100	-100	-65	-87	-85	-100	-100	-100	-78	-70	-100	-100	
-73	-100	-100	-100	-100	-100	-100	-67	-87	-85	-100	-100	-100	-86	-62	-100	-100	
-72	-100	-100	-100	-100	-100	-100	-75	-87	-85	-100	-100	-100	-91	-62	-100	-100	
-70	-100	-100	-100	-74	-100	-100	-84	-100	-91	-100	-100	-100	-91	-57	-100	-89	
-65	-100	-100	-100	-69	-100	-100	-83	-100	-91	-100	-100	-100	-91	-49	-100	-89	
-68	-100	-100	-100	-74	-100	-100	-83	-100	-91	-100	-100	-100	-91	-49	-100	-89	
-75	-100	-100	-100	-77	-100	-100	-83	-100	-91	-100	-100	-100	-100	-53	-100	-89	
-76	-100	-100	-100	-77	-100	-100	-83	-100	-100	-100	-100	-100	-100	-56	-100	-100	
-72	-60	-100	-100	-77	-100	-100	-100	-100	-100	-100	-100	-100	-100	-59	-100	-100	
-72	-60	-100	-100	-72	-100	-100	-100	-100	-100	-100	-100	-100	-100	-63	-100	-100	
-73	-60	-100	-100	-72	-100	-100	-100	-100	-100	-100	-100	-100	-100	-68	-100	-100	
-63	-60	-100	-100	-72	-100	-100	-100	-100	-100	-100	-100	-100	-100	-55	-100	-100	
-76	-100	-100	-100	-72	-82	-100	-100	-84	-100	-100	-100	-100	-100	-62	-100	-100	
-83	-83	-100	-100	-100	-82	-100	-100	-80	-100	-100	-100	-100	-100	-70	-100	-100	
-84	-83	-100	-100	-100	-78	-89	-100	-83	-100	-100	-100	-100	-100	-72	-100	-100	
-84	-83	-100	-100	-100	-75	-81	-100	-72	-100	-100	-100	-100	-100	-75	-100	-100	
-84	-83	-100	-100	-100	-75	-76	-100	-71	-100	-100	-100	-100	-100	-78	-100	-100	
-84	-100	-100	-100	-100	-61	-75	-100	-61	-100	-100	-100	-100	-100	-78	-100	-100	
-84	-100	-100	-100	-100	-61	-80	-73	-60	-100	-100	-100	-100	-100	-76	-100	-100	
-84	-100	-100	-100	-100	-61	-80	-72	-62	-100	-100	-100	-100	-100	-80	-100	-100	
-84	-100	-100	-100	-100	-61	-80	-70	-67	-100	-100	-100	-100	-100	-80	-100	-100	
-84	-100	-100	-100	-100	-100	-80	-70	-76	-100	-89	-100	-100	-100	-80	-100	-100	
-84	-100	-100	-100	-100	-100	-80	-70	-80	-100	-100	-100	-100	-100	-80	-100	-100	
-84	-100	-100	-100	-100	-100	-100	-70	-80	-100	-100	-100	-77	-100	-100	-100	-100	
-84	-100	-81	-100	-100	-83	-100	-100	-82	-100	-100	-100	-77	-100	-100	-100	-100	
-84	-100	-100	-100	-100	-83	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-83	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-75	-100	-100	-75	-100	-100	-100	-76	-100	-100	-100	-100	
-100	-100	-78	-100	-100	-75	-100	-80	-79	-100	-100	-100	-81	-100	-100	-100	-100	
-100	-100	-78	-100	-100	-80	-100	-80	-80	-100	-100	-100	-81	-100	-100	-100	-100	
-100	-100	-83	-100	-100	-80	-100	-80	-79	-100	-100	-100	-77	-100	-100	-100	-100	
-100	-100	-83	-100	-100	-80	-100	-80	-79	-100	-100	-100	-85	-100	-100	-100	-100	
-100	-100	-83	-100	-100	-80	-100	-100	-83	-100	-100	-100	-85	-100	-100	-100	-100	
-100	-100	-83	-100	-100	-100	-100	-100	-83	-100	-100	-100	-85	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-85	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	
-100	-100	-81	-100	-100	-100	-100	-79	-79	-100	-100	-100	-78	-100	-100	-100	-100	
-100	-100	-81	-100	-100	-75	-100	-79	-74	-100	-100	-100	-78	-100	-100	-100	-100	
-100	-100	-100	-100	-100	-77	-94	-79	-75	-100	-100	-100	-100	-100	-85	-100	-100	
-100	-100	-100	-100	-100	-77	-94	-79	-75	-100	-100	-100	-100	-100	-72	-100	-100	
-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-63	-100	-100	
-82	-100	-100	-100	-100	-100	-100	-67	-100	-100	-100	-100	-100	-69	-72	-100	-100	
